,station,date,prcp,tobs
5542,USC00514830,2010-06-25,0.12,70
5543,USC00514830,2010-06-27,,75
5544,USC00514830,2010-06-28,0.18,74
5545,USC00514830,2010-06-29,0.06,73
5546,USC00514830,2010-06-30,0.03,74
5547,USC00514830,2010-07-01,0.02,71
5548,USC00514830,2010-07-02,0.32,69
5549,USC00514830,2010-07-03,0.16,73
5550,USC00514830,2010-07-04,0.08,72
5551,USC00514830,2010-07-05,0.0,76
5552,USC00514830,2010-07-06,0.15,73
5553,USC00514830,2010-07-07,0.09,71
5554,USC00514830,2010-07-08,0.14,70
5555,USC00514830,2010-07-09,0.01,74
5556,USC00514830,2010-07-10,0.06,71
5557,USC00514830,2010-07-12,0.0,73
5558,USC00514830,2010-07-13,0.0,72
5559,USC00514830,2010-07-14,0.03,72
5560,USC00514830,2010-07-15,0.13,75
5561,USC00514830,2010-07-16,0.02,74
5562,USC00514830,2010-07-18,,75
5563,USC00514830,2010-07-19,0.14,69
5564,USC00514830,2010-07-20,0.17,75
5565,USC00514830,2010-07-21,0.0,75
5566,USC00514830,2010-07-22,0.11,75
5567,USC00514830,2010-07-23,0.07,70
5568,USC00514830,2010-07-26,0.0,75
5569,USC00514830,2010-07-27,0.43,69
5570,USC00514830,2010-07-28,0.03,74
5571,USC00514830,2010-07-29,0.0,76
5572,USC00514830,2010-07-30,0.06,75
5573,USC00514830,2010-07-31,0.01,73
5574,USC00514830,2010-08-01,0.25,71
5575,USC00514830,2010-08-02,0.11,73
5576,USC00514830,2010-08-03,0.04,71
5577,USC00514830,2010-08-04,0.05,74
5578,USC00514830,2010-08-05,0.29,72
5579,USC00514830,2010-08-06,0.0,75
5580,USC00514830,2010-08-07,0.09,76
5581,USC00514830,2010-08-08,0.07,73
5582,USC00514830,2010-08-09,0.04,74
5583,USC00514830,2010-08-10,0.0,74
5584,USC00514830,2010-08-11,0.01,73
5585,USC00514830,2010-08-12,0.01,75
5586,USC00514830,2010-08-13,0.01,76
5587,USC00514830,2010-08-14,0.0,75
5588,USC00514830,2010-08-15,0.0,75
5589,USC00514830,2010-08-16,0.14,71
5590,USC00514830,2010-08-17,0.0,73
5591,USC00514830,2010-08-18,0.05,75
5592,USC00514830,2010-08-19,0.13,76
5593,USC00514830,2010-08-20,0.01,75
5594,USC00514830,2010-08-21,0.0,74
5595,USC00514830,2010-08-22,0.0,72
5596,USC00514830,2010-08-23,0.0,77
5597,USC00514830,2010-08-24,0.0,75
5598,USC00514830,2010-08-25,0.02,75
5599,USC00514830,2010-08-26,0.08,71
5600,USC00514830,2010-08-27,0.15,75
5601,USC00514830,2010-08-28,0.01,75
5602,USC00514830,2010-08-29,0.1,74
5603,USC00514830,2010-08-30,0.0,75
5604,USC00514830,2010-08-31,0.0,73
5605,USC00514830,2010-09-01,0.01,72
5606,USC00514830,2010-09-02,0.06,71
5607,USC00514830,2010-09-03,0.11,74
5608,USC00514830,2010-09-04,0.0,76
5609,USC00514830,2010-09-05,0.11,75
5610,USC00514830,2010-09-06,0.03,77
5611,USC00514830,2010-09-07,0.1,75
5612,USC00514830,2010-09-08,0.05,75
5613,USC00514830,2010-09-09,0.04,75
5614,USC00514830,2010-09-10,0.01,75
5615,USC00514830,2010-09-11,0.0,76
5616,USC00514830,2010-09-12,0.0,76
5617,USC00514830,2010-09-13,0.0,75
5618,USC00514830,2010-09-14,0.04,75
5619,USC00514830,2010-09-15,0.01,74
5620,USC00514830,2010-09-16,0.02,76
5621,USC00514830,2010-09-17,0.03,75
5622,USC00514830,2010-09-18,0.0,75
5623,USC00514830,2010-09-19,0.06,74
5624,USC00514830,2010-09-20,0.03,74
5625,USC00514830,2010-09-21,0.01,74
5626,USC00514830,2010-09-22,0.41,71
5627,USC00514830,2010-09-23,0.57,75
5628,USC00514830,2010-09-24,0.0,76
5629,USC00514830,2010-09-25,0.0,75
5630,USC00514830,2010-09-26,0.0,75
5631,USC00514830,2010-09-27,0.0,73
5632,USC00514830,2010-09-28,0.01,76
5633,USC00514830,2010-09-29,0.0,73
5634,USC00514830,2010-09-30,0.03,73
5635,USC00514830,2010-10-01,0.3,71
5636,USC00514830,2010-10-02,0.09,75
5637,USC00514830,2010-10-03,0.01,76
5638,USC00514830,2010-10-04,0.11,74
5639,USC00514830,2010-10-05,0.02,76
5640,USC00514830,2010-10-06,0.0,75
5641,USC00514830,2010-10-07,0.0,75
5642,USC00514830,2010-10-08,0.0,75
5643,USC00514830,2010-10-09,0.0,75
5644,USC00514830,2010-10-10,0.03,74
5645,USC00514830,2010-10-11,0.04,74
5646,USC00514830,2010-10-12,0.03,74
5647,USC00514830,2010-10-13,0.01,75
5648,USC00514830,2010-10-14,0.0,75
5649,USC00514830,2010-10-15,0.0,75
5650,USC00514830,2010-10-17,,74
5651,USC00514830,2010-10-18,0.0,74
5652,USC00514830,2010-10-19,0.01,71
5653,USC00514830,2010-10-20,0.0,73
5654,USC00514830,2010-10-21,0.82,72
5655,USC00514830,2010-10-22,0.0,76
5656,USC00514830,2010-10-23,0.0,76
5657,USC00514830,2010-10-24,0.0,76
5658,USC00514830,2010-10-25,0.0,74
5659,USC00514830,2010-10-26,0.04,71
5660,USC00514830,2010-10-27,0.11,74
5661,USC00514830,2010-10-28,0.12,74
5662,USC00514830,2010-10-29,0.28,74
5663,USC00514830,2010-11-01,,72
5664,USC00514830,2010-11-02,0.03,72
5665,USC00514830,2010-11-03,0.13,68
5666,USC00514830,2010-11-04,0.18,70
5667,USC00514830,2010-11-05,0.09,73
5668,USC00514830,2010-11-06,0.35,70
5669,USC00514830,2010-11-07,0.14,73
5670,USC00514830,2010-11-08,0.0,73
5671,USC00514830,2010-11-09,0.01,74
5672,USC00514830,2010-11-10,0.0,73
5673,USC00514830,2010-11-11,0.01,73
5674,USC00514830,2010-11-12,0.01,74
5675,USC00514830,2010-11-13,0.1,74
5676,USC00514830,2010-11-14,0.01,73
5677,USC00514830,2010-11-15,0.08,72
5678,USC00514830,2010-11-16,0.0,73
5679,USC00514830,2010-11-17,0.0,72
5680,USC00514830,2010-11-18,0.0,71
5681,USC00514830,2010-11-19,0.16,75
5682,USC00514830,2010-11-20,0.01,70
5683,USC00514830,2010-11-22,,70
5684,USC00514830,2010-11-23,0.0,70
5685,USC00514830,2010-11-24,0.0,74
5686,USC00514830,2010-11-26,,73
5687,USC00514830,2010-11-27,0.0,73
5688,USC00514830,2010-11-28,0.54,71
5689,USC00514830,2010-11-29,0.22,74
5690,USC00514830,2010-11-30,0.01,73
5691,USC00514830,2010-12-01,0.03,73
5692,USC00514830,2010-12-02,0.06,73
5693,USC00514830,2010-12-03,0.22,71
5694,USC00514830,2010-12-04,0.0,72
5695,USC00514830,2010-12-05,0.0,71
5696,USC00514830,2010-12-06,0.0,64
5697,USC00514830,2010-12-07,0.0,71
5698,USC00514830,2010-12-08,0.0,62
5699,USC00514830,2010-12-09,0.12,70
5700,USC00514830,2010-12-10,2.01,64
5701,USC00514830,2010-12-11,0.26,64
5702,USC00514830,2010-12-12,0.01,70
5703,USC00514830,2010-12-13,0.65,70
5704,USC00514830,2010-12-14,0.0,69
5705,USC00514830,2010-12-15,0.0,72
5706,USC00514830,2010-12-16,0.0,68
5707,USC00514830,2010-12-17,0.0,68
5708,USC00514830,2010-12-18,0.0,65
5709,USC00514830,2010-12-19,2.43,67
5710,USC00514830,2010-12-20,2.55,68
5711,USC00514830,2010-12-21,0.49,70
5712,USC00514830,2010-12-22,0.05,67
5713,USC00514830,2010-12-23,0.02,73
5714,USC00514830,2010-12-24,0.0,70
5715,USC00514830,2010-12-26,,68
5716,USC00514830,2010-12-27,0.15,72
5717,USC00514830,2010-12-28,0.96,69
5718,USC00514830,2010-12-29,0.01,71
5719,USC00514830,2010-12-30,0.05,70
5720,USC00514830,2010-12-31,0.0,75
5721,USC00514830,2011-01-01,0.14,75
5722,USC00514830,2011-01-02,0.0,71
5723,USC00514830,2011-01-03,0.04,73
5724,USC00514830,2011-01-04,0.0,70
5725,USC00514830,2011-01-05,0.0,64
5726,USC00514830,2011-01-06,0.13,65
5727,USC00514830,2011-01-07,0.0,65
5728,USC00514830,2011-01-08,0.0,64
5729,USC00514830,2011-01-09,0.08,59
5730,USC00514830,2011-01-10,0.0,70
5731,USC00514830,2011-01-11,0.61,58
5732,USC00514830,2011-01-12,0.54,66
5733,USC00514830,2011-01-13,3.91,68
5734,USC00514830,2011-01-14,0.17,74
5735,USC00514830,2011-01-16,0.0,67
5736,USC00514830,2011-01-17,0.07,68
5737,USC00514830,2011-01-18,0.0,66
5738,USC00514830,2011-01-19,0.07,65
5739,USC00514830,2011-01-20,0.03,70
5740,USC00514830,2011-01-21,0.1,71
5741,USC00514830,2011-01-22,0.0,73
5742,USC00514830,2011-01-23,0.0,69
5743,USC00514830,2011-01-24,0.0,70
5744,USC00514830,2011-01-25,0.0,65
5745,USC00514830,2011-01-26,0.0,67
5746,USC00514830,2011-01-27,0.0,69
5747,USC00514830,2011-01-28,0.0,70
5748,USC00514830,2011-01-31,,67
5749,USC00514830,2011-02-01,0.0,69
5750,USC00514830,2011-02-02,0.0,70
5751,USC00514830,2011-02-03,0.0,70
5752,USC00514830,2011-02-04,0.0,66
5753,USC00514830,2011-02-07,,69
5754,USC00514830,2011-02-08,0.3,70
5755,USC00514830,2011-02-09,0.0,70
5756,USC00514830,2011-02-10,0.0,72
5757,USC00514830,2011-02-11,0.34,66
5758,USC00514830,2011-02-13,,67
5759,USC00514830,2011-02-14,0.0,68
5760,USC00514830,2011-02-15,0.0,70
5761,USC00514830,2011-02-17,,73
5762,USC00514830,2011-02-18,0.0,73
5763,USC00514830,2011-02-20,,74
5764,USC00514830,2011-02-21,0.0,75
5765,USC00514830,2011-02-22,0.0,73
5766,USC00514830,2011-02-23,0.0,71
5767,USC00514830,2011-02-24,3.33,68
5768,USC00514830,2011-02-25,0.0,71
5769,USC00514830,2011-02-28,,70
5770,USC00514830,2011-03-01,0.05,68
5771,USC00514830,2011-03-02,0.0,70
5772,USC00514830,2011-03-03,0.2,70
5773,USC00514830,2011-03-04,1.45,73
5774,USC00514830,2011-03-05,0.26,68
5775,USC00514830,2011-03-06,0.64,75
5776,USC00514830,2011-03-07,0.0,71
5777,USC00514830,2011-03-08,0.03,73
5778,USC00514830,2011-03-09,0.16,70
5779,USC00514830,2011-03-10,1.4,68
5780,USC00514830,2011-03-11,0.02,72
5781,USC00514830,2011-03-14,,73
5782,USC00514830,2011-03-15,0.0,72
5783,USC00514830,2011-03-16,0.0,71
5784,USC00514830,2011-03-17,0.07,72
5785,USC00514830,2011-03-18,0.1,70
5786,USC00514830,2011-03-19,0.14,71
5787,USC00514830,2011-03-21,,71
5788,USC00514830,2011-03-22,0.04,71
5789,USC00514830,2011-03-23,0.0,70
5790,USC00514830,2011-03-24,0.15,72
5791,USC00514830,2011-03-26,,68
5792,USC00514830,2011-03-28,,71
5793,USC00514830,2011-03-29,0.0,72
5794,USC00514830,2011-03-30,0.0,72
5795,USC00514830,2011-03-31,0.0,75
5796,USC00514830,2011-04-01,0.35,71
5797,USC00514830,2011-04-04,,72
5798,USC00514830,2011-04-05,0.0,71
5799,USC00514830,2011-04-06,0.0,70
5800,USC00514830,2011-04-07,0.59,67
5801,USC00514830,2011-04-08,0.31,69
5802,USC00514830,2011-04-10,,74
5803,USC00514830,2011-04-11,0.0,72
5804,USC00514830,2011-04-12,0.0,72
5805,USC00514830,2011-04-13,0.0,69
5806,USC00514830,2011-04-14,0.0,73
5807,USC00514830,2011-04-15,0.0,76
5808,USC00514830,2011-04-17,,76
5809,USC00514830,2011-04-18,0.0,74
5810,USC00514830,2011-04-19,0.0,73
5811,USC00514830,2011-04-20,0.0,71
5812,USC00514830,2011-04-21,0.0,74
5813,USC00514830,2011-04-22,0.0,73
5814,USC00514830,2011-04-23,0.04,77
5815,USC00514830,2011-04-25,0.0,74
5816,USC00514830,2011-04-26,0.0,74
5817,USC00514830,2011-04-27,0.03,71
5818,USC00514830,2011-04-28,0.0,74
5819,USC00514830,2011-04-29,0.34,72
5820,USC00514830,2011-04-30,0.12,75
5821,USC00514830,2011-05-02,,75
5822,USC00514830,2011-05-03,0.64,71
5823,USC00514830,2011-05-04,0.11,73
5824,USC00514830,2011-05-05,0.08,71
5825,USC00514830,2011-05-06,0.4,69
5826,USC00514830,2011-05-07,0.99,70
5827,USC00514830,2011-05-09,,72
5828,USC00514830,2011-05-10,0.38,73
5829,USC00514830,2011-05-11,0.01,73
5830,USC00514830,2011-05-12,0.0,73
5831,USC00514830,2011-05-13,0.0,73
5832,USC00514830,2011-05-16,0.0,74
5833,USC00514830,2011-05-17,0.0,73
5834,USC00514830,2011-05-18,0.56,68
5835,USC00514830,2011-05-19,0.02,74
5836,USC00514830,2011-05-20,0.0,74
5837,USC00514830,2011-05-22,,73
5838,USC00514830,2011-05-23,0.0,74
5839,USC00514830,2011-05-24,0.0,74
5840,USC00514830,2011-05-25,0.01,73
5841,USC00514830,2011-05-26,0.02,73
5842,USC00514830,2011-05-27,0.09,74
5843,USC00514830,2011-05-29,,75
5844,USC00514830,2011-05-31,0.0,74
5845,USC00514830,2011-06-01,0.19,72
5846,USC00514830,2011-06-02,0.04,73
5847,USC00514830,2011-06-03,1.75,67
5848,USC00514830,2011-06-04,1.14,69
5849,USC00514830,2011-06-05,3.6,76
5850,USC00514830,2011-06-06,0.0,73
5851,USC00514830,2011-06-07,0.05,70
5852,USC00514830,2011-06-08,0.17,72
5853,USC00514830,2011-06-09,0.0,74
5854,USC00514830,2011-06-10,0.02,72
5855,USC00514830,2011-06-13,,72
5856,USC00514830,2011-06-14,0.02,75
5857,USC00514830,2011-06-15,0.0,73
5858,USC00514830,2011-06-16,0.13,73
5859,USC00514830,2011-06-17,0.0,72
5860,USC00514830,2011-06-18,0.0,74
5861,USC00514830,2011-06-19,0.12,76
5862,USC00514830,2011-06-21,,72
5863,USC00514830,2011-06-22,0.2,74
5864,USC00514830,2011-06-23,0.09,70
5865,USC00514830,2011-06-24,0.17,74
5866,USC00514830,2011-06-25,0.03,74
5867,USC00514830,2011-06-27,,74
5868,USC00514830,2011-06-28,0.12,71
5869,USC00514830,2011-07-01,0.01,74
5870,USC00514830,2011-07-03,,77
5871,USC00514830,2011-07-04,0.02,76
5872,USC00514830,2011-07-05,0.14,73
5873,USC00514830,2011-07-06,0.0,73
5874,USC00514830,2011-07-07,0.06,73
5875,USC00514830,2011-07-08,0.15,74
5876,USC00514830,2011-07-09,0.07,74
5877,USC00514830,2011-07-10,0.02,76
5878,USC00514830,2011-07-12,,75
5879,USC00514830,2011-07-13,0.03,75
5880,USC00514830,2011-07-14,0.01,74
5881,USC00514830,2011-07-15,0.13,76
5882,USC00514830,2011-07-16,0.02,77
5883,USC00514830,2011-07-18,,76
5884,USC00514830,2011-07-19,0.01,75
5885,USC00514830,2011-07-20,0.1,74
5886,USC00514830,2011-07-21,0.0,76
5887,USC00514830,2011-07-22,0.07,75
5888,USC00514830,2011-07-25,,75
5889,USC00514830,2011-07-26,0.01,73
5890,USC00514830,2011-07-27,0.13,74
5891,USC00514830,2011-07-28,0.0,74
5892,USC00514830,2011-07-29,0.04,75
5893,USC00514830,2011-07-30,0.39,76
5894,USC00514830,2011-08-01,0.0,72
5895,USC00514830,2011-08-02,0.03,74
5896,USC00514830,2011-08-03,0.02,73
5897,USC00514830,2011-08-04,0.01,74
5898,USC00514830,2011-08-05,0.02,73
5899,USC00514830,2011-08-07,0.0,78
5900,USC00514830,2011-08-13,,77
5901,USC00514830,2011-08-15,,75
5902,USC00514830,2011-08-16,0.01,73
5903,USC00514830,2011-08-17,0.0,74
5904,USC00514830,2011-08-18,0.0,76
5905,USC00514830,2011-08-25,,75
5906,USC00514830,2011-08-26,0.06,76
5907,USC00514830,2011-08-27,0.12,78
5908,USC00514830,2011-08-29,,75
5909,USC00514830,2011-08-30,0.11,75
5910,USC00514830,2011-08-31,0.12,75
5911,USC00514830,2011-09-01,0.03,75
5912,USC00514830,2011-09-02,0.08,75
5913,USC00514830,2011-09-03,0.07,76
5914,USC00514830,2011-09-04,0.03,78
5915,USC00514830,2011-09-06,,71
5916,USC00514830,2011-09-07,0.0,74
5917,USC00514830,2011-09-09,,76
5918,USC00514830,2011-09-10,0.23,78
5919,USC00514830,2011-09-12,,76
5920,USC00514830,2011-09-13,0.05,74
5921,USC00514830,2011-09-14,0.0,76
5922,USC00514830,2011-09-15,0.02,75
5923,USC00514830,2011-09-16,0.02,75
5924,USC00514830,2011-09-17,0.04,78
5925,USC00514830,2011-09-19,,77
5926,USC00514830,2011-09-20,0.0,75
5927,USC00514830,2011-09-21,0.06,75
5928,USC00514830,2011-09-22,0.0,75
5929,USC00514830,2011-09-23,0.03,74
5930,USC00514830,2011-09-26,0.0,72
5931,USC00514830,2011-09-27,0.0,75
5932,USC00514830,2011-09-28,0.02,75
5933,USC00514830,2011-09-29,0.0,74
5934,USC00514830,2011-09-30,0.02,76
5935,USC00514830,2011-10-01,0.19,77
5936,USC00514830,2011-10-02,0.0,76
5937,USC00514830,2011-10-03,0.0,76
5938,USC00514830,2011-10-04,0.08,74
5939,USC00514830,2011-10-05,0.03,76
5940,USC00514830,2011-10-06,0.08,70
5941,USC00514830,2011-10-07,0.02,73
5942,USC00514830,2011-10-08,0.01,76
5943,USC00514830,2011-10-10,,77
5944,USC00514830,2011-10-11,0.07,75
5945,USC00514830,2011-10-12,0.01,75
5946,USC00514830,2011-10-13,0.11,74
5947,USC00514830,2011-10-14,0.01,73
5948,USC00514830,2011-10-15,0.08,74
5949,USC00514830,2011-10-17,0.0,75
5950,USC00514830,2011-10-18,0.0,72
5951,USC00514830,2011-10-19,0.54,68
5952,USC00514830,2011-10-20,0.07,73
5953,USC00514830,2011-10-21,0.0,73
5954,USC00514830,2011-10-22,0.0,77
5955,USC00514830,2011-10-24,,70
5956,USC00514830,2011-10-25,0.0,74
5957,USC00514830,2011-10-26,0.0,73
5958,USC00514830,2011-10-27,0.0,72
5959,USC00514830,2011-10-28,0.08,73
5960,USC00514830,2011-10-29,0.0,76
5961,USC00514830,2011-10-30,0.27,75
5962,USC00514830,2011-10-31,0.39,74
5963,USC00514830,2011-11-01,0.7,74
5964,USC00514830,2011-11-02,0.12,69
5965,USC00514830,2011-11-03,0.12,72
5966,USC00514830,2011-11-04,0.4,71
5967,USC00514830,2011-11-05,0.06,74
5968,USC00514830,2011-11-07,,72
5969,USC00514830,2011-11-08,0.08,72
5970,USC00514830,2011-11-09,0.02,71
5971,USC00514830,2011-11-10,0.05,74
5972,USC00514830,2011-11-11,0.07,75
5973,USC00514830,2011-11-14,,74
5974,USC00514830,2011-11-15,0.0,71
5975,USC00514830,2011-11-16,0.0,72
5976,USC00514830,2011-11-17,0.0,73
5977,USC00514830,2011-11-18,0.21,72
5978,USC00514830,2011-11-19,0.09,74
5979,USC00514830,2011-11-21,,72
5980,USC00514830,2011-11-22,0.04,72
5981,USC00514830,2011-11-23,0.0,71
5982,USC00514830,2011-11-25,0.0,74
5983,USC00514830,2011-11-27,,71
5984,USC00514830,2011-11-28,0.0,69
5985,USC00514830,2011-11-29,0.0,67
5986,USC00514830,2011-11-30,0.14,67
5987,USC00514830,2011-12-01,0.04,70
5988,USC00514830,2011-12-02,0.24,68
5989,USC00514830,2011-12-03,0.02,73
5990,USC00514830,2011-12-04,0.0,71
5991,USC00514830,2011-12-05,0.0,71
5992,USC00514830,2011-12-06,0.0,70
5993,USC00514830,2011-12-07,0.04,70
5994,USC00514830,2011-12-08,0.0,70
5995,USC00514830,2011-12-09,0.02,70
5996,USC00514830,2011-12-10,0.36,72
5997,USC00514830,2011-12-12,,74
5998,USC00514830,2011-12-13,0.47,71
5999,USC00514830,2011-12-14,0.1,70
6000,USC00514830,2011-12-15,0.04,70
6001,USC00514830,2011-12-16,0.07,69
6002,USC00514830,2011-12-18,,71
6003,USC00514830,2011-12-19,0.16,70
6004,USC00514830,2011-12-20,0.05,70
6005,USC00514830,2011-12-21,0.25,72
6006,USC00514830,2011-12-22,0.12,72
6007,USC00514830,2011-12-24,,72
6008,USC00514830,2011-12-26,,72
6009,USC00514830,2011-12-27,0.03,72
6010,USC00514830,2011-12-29,,70
6011,USC00514830,2011-12-30,0.0,66
6012,USC00514830,2011-12-31,0.08,71
6013,USC00514830,2012-01-01,0.0,70
6014,USC00514830,2012-01-03,0.0,67
6015,USC00514830,2012-01-04,0.0,70
6016,USC00514830,2012-01-05,0.0,70
6017,USC00514830,2012-01-06,0.0,71
6018,USC00514830,2012-01-07,0.0,71
6019,USC00514830,2012-01-08,0.0,71
6020,USC00514830,2012-01-09,0.0,73
6021,USC00514830,2012-01-10,0.0,70
6022,USC00514830,2012-01-11,0.0,67
6023,USC00514830,2012-01-12,0.0,65
6024,USC00514830,2012-01-13,0.0,66
6025,USC00514830,2012-01-15,,73
6026,USC00514830,2012-01-16,0.45,73
6027,USC00514830,2012-01-17,0.12,73
6028,USC00514830,2012-01-18,0.02,72
6029,USC00514830,2012-01-19,0.0,66
6030,USC00514830,2012-01-20,0.0,71
6031,USC00514830,2012-01-22,,74
6032,USC00514830,2012-01-24,0.0,64
6033,USC00514830,2012-01-25,0.23,70
6034,USC00514830,2012-01-26,0.0,71
6035,USC00514830,2012-01-27,0.25,63
6036,USC00514830,2012-01-29,0.0,74
6037,USC00514830,2012-01-30,0.08,67
6038,USC00514830,2012-01-31,0.01,67
6039,USC00514830,2012-02-01,0.0,68
6040,USC00514830,2012-02-02,0.0,70
6041,USC00514830,2012-02-03,0.0,64
6042,USC00514830,2012-02-05,,74
6043,USC00514830,2012-02-06,0.01,70
6044,USC00514830,2012-02-07,0.21,75
6045,USC00514830,2012-02-08,0.07,66
6046,USC00514830,2012-02-09,0.03,65
6047,USC00514830,2012-02-10,0.01,68
6048,USC00514830,2012-02-12,,72
6049,USC00514830,2012-02-13,0.0,70
6050,USC00514830,2012-02-14,0.11,69
6051,USC00514830,2012-02-15,0.0,68
6052,USC00514830,2012-02-16,0.0,70
6053,USC00514830,2012-02-17,0.09,69
6054,USC00514830,2012-02-18,0.1,72
6055,USC00514830,2012-02-20,,69
6056,USC00514830,2012-02-21,0.02,70
6057,USC00514830,2012-02-22,0.04,70
6058,USC00514830,2012-02-23,0.06,69
6059,USC00514830,2012-02-24,0.01,68
6060,USC00514830,2012-02-27,,70
6061,USC00514830,2012-02-28,0.03,69
6062,USC00514830,2012-02-29,0.0,70
6063,USC00514830,2012-03-01,0.0,69
6064,USC00514830,2012-03-02,0.0,71
6065,USC00514830,2012-03-05,,66
6066,USC00514830,2012-03-06,1.88,66
6067,USC00514830,2012-03-07,1.01,65
6068,USC00514830,2012-03-08,0.26,66
6069,USC00514830,2012-03-09,0.64,63
6070,USC00514830,2012-03-10,0.35,71
6071,USC00514830,2012-03-11,0.11,70
6072,USC00514830,2012-03-12,0.09,68
6073,USC00514830,2012-03-13,0.0,67
6074,USC00514830,2012-03-14,0.0,68
6075,USC00514830,2012-03-15,0.0,68
6076,USC00514830,2012-03-16,0.0,68
6077,USC00514830,2012-03-20,,63
6078,USC00514830,2012-03-22,,71
6079,USC00514830,2012-03-26,,68
6080,USC00514830,2012-03-27,0.14,66
6081,USC00514830,2012-03-28,0.0,68
6082,USC00514830,2012-03-29,0.0,69
6083,USC00514830,2012-03-30,0.0,69
6084,USC00514830,2012-04-01,,72
6085,USC00514830,2012-04-03,,72
6086,USC00514830,2012-04-04,0.0,70
6087,USC00514830,2012-04-05,0.01,70
6088,USC00514830,2012-04-06,0.0,70
6089,USC00514830,2012-04-09,,68
6090,USC00514830,2012-04-10,0.14,65
6091,USC00514830,2012-04-11,0.03,68
6092,USC00514830,2012-04-12,0.01,70
6093,USC00514830,2012-04-13,0.0,69
6094,USC00514830,2012-04-14,0.0,72
6095,USC00514830,2012-04-15,0.02,72
6096,USC00514830,2012-04-16,0.0,73
6097,USC00514830,2012-04-17,0.0,71
6098,USC00514830,2012-04-18,0.0,69
6099,USC00514830,2012-04-19,0.0,70
6100,USC00514830,2012-04-20,0.0,70
6101,USC00514830,2012-04-23,,68
6102,USC00514830,2012-04-24,0.0,69
6103,USC00514830,2012-04-25,0.07,67
6104,USC00514830,2012-04-26,0.01,70
6105,USC00514830,2012-04-27,0.07,71
6106,USC00514830,2012-04-30,,71
6107,USC00514830,2012-06-21,0.08,75
6108,USC00514830,2012-06-22,0.01,75
6109,USC00514830,2012-06-24,,76
6110,USC00514830,2012-06-25,0.12,77
6111,USC00514830,2012-06-26,0.03,75
6112,USC00514830,2012-06-27,0.2,74
6113,USC00514830,2012-06-28,0.0,75
6114,USC00514830,2012-06-29,0.23,76
6115,USC00514830,2012-06-30,0.02,78
6116,USC00514830,2012-07-01,0.02,78
6117,USC00514830,2012-07-02,0.0,76
6118,USC00514830,2012-07-03,0.05,75
6119,USC00514830,2012-07-04,0.19,75
6120,USC00514830,2012-07-05,0.11,76
6121,USC00514830,2012-07-06,0.04,75
6122,USC00514830,2012-07-07,0.1,77
6123,USC00514830,2012-07-08,0.0,78
6124,USC00514830,2012-07-09,0.01,77
6125,USC00514830,2012-07-10,0.03,74
6126,USC00514830,2012-07-11,0.0,76
6127,USC00514830,2012-07-12,0.02,71
6128,USC00514830,2012-07-13,0.12,77
6129,USC00514830,2012-07-14,0.03,79
6130,USC00514830,2012-07-15,0.13,72
6131,USC00514830,2012-07-16,0.17,76
6132,USC00514830,2012-07-17,0.1,77
6133,USC00514830,2012-07-18,0.05,77
6134,USC00514830,2012-07-19,0.16,76
6135,USC00514830,2012-07-20,0.05,73
6136,USC00514830,2012-07-21,0.12,79
6137,USC00514830,2012-07-22,0.0,79
6138,USC00514830,2012-07-23,0.01,77
6139,USC00514830,2012-07-24,0.0,76
6140,USC00514830,2012-07-25,0.0,79
6141,USC00514830,2012-07-26,0.01,77
6142,USC00514830,2012-07-27,0.11,77
6143,USC00514830,2012-07-28,0.21,79
6144,USC00514830,2012-07-29,0.1,77
6145,USC00514830,2012-07-30,0.0,77
6146,USC00514830,2012-07-31,0.1,76
6147,USC00514830,2012-08-06,,80
6148,USC00514830,2012-08-13,,78
6149,USC00514830,2012-08-14,0.06,75
6150,USC00514830,2012-08-15,0.01,76
6151,USC00514830,2012-08-16,0.02,77
6152,USC00514830,2012-08-17,0.0,73
6153,USC00514830,2012-08-20,,79
6154,USC00514830,2012-08-21,0.01,79
6155,USC00514830,2012-08-22,0.03,77
6156,USC00514830,2012-08-23,0.02,78
6157,USC00514830,2012-08-24,0.0,78
6158,USC00514830,2012-08-27,,73
6159,USC00514830,2012-08-28,0.23,75
6160,USC00514830,2012-08-29,0.0,74
6161,USC00514830,2012-08-30,0.13,77
6162,USC00514830,2012-08-31,0.0,76
6163,USC00514830,2012-09-01,0.0,79
6164,USC00514830,2012-09-03,,76
6165,USC00514830,2012-09-04,0.02,77
6166,USC00514830,2012-09-05,0.05,73
6167,USC00514830,2012-09-06,0.07,76
6168,USC00514830,2012-09-07,0.14,76
6169,USC00514830,2012-09-10,,77
6170,USC00514830,2012-09-11,0.16,77
6171,USC00514830,2012-09-12,0.0,75
6172,USC00514830,2012-09-13,0.0,76
6173,USC00514830,2012-09-14,0.0,77
6174,USC00514830,2012-09-17,,80
6175,USC00514830,2012-09-18,0.04,72
6176,USC00514830,2012-09-19,0.05,78
6177,USC00514830,2012-09-20,0.17,76
6178,USC00514830,2012-09-21,0.05,76
6179,USC00514830,2012-09-22,0.03,79
6180,USC00514830,2012-09-23,0.04,75
6181,USC00514830,2012-09-24,0.06,76
6182,USC00514830,2012-09-25,0.0,77
6183,USC00514830,2012-09-26,0.0,76
6184,USC00514830,2012-09-27,0.0,77
6185,USC00514830,2012-09-28,0.15,77
6186,USC00514830,2012-09-29,0.08,80
